,X,Y,S
07070701,"[13.389750821249963, 13.386053598086054, 13.386788907906565, 13.386654787135893, 13.387311459045996, 13.392694921759103, 13.39255226148601, 13.393042234424422, 13.396214091070794, 13.398354044357287, 13.398710229548353, 13.398442081258127, 13.399180657877386, 13.399064916627855, 13.399428581662859, 13.405969326535466, 13.407036473746189, 13.406477383773318, 13.406930647417319, 13.407123925820633, 13.40438279164085, 13.402503776588407, 13.391829543978217, 13.391912053276796, 13.391209663542101, 13.389750821249963]","[52.39874234811913, 52.40510741304924, 52.40526160542957, 52.406147504935305, 52.40589808363075, 52.41294457124707, 52.413239978632774, 52.413399128194435, 52.4175563308769, 52.41673452839683, 52.41720166799287, 52.41731708983686, 52.41747309830871, 52.417678689863905, 52.41813227044769, 52.406602962954075, 52.4044822728592, 52.404315862301786, 52.394104133243815, 52.393953500663116, 52.39393040366835, 52.39426209342067, 52.39876087522706, 52.39899192928511, 52.399021090285615, 52.39874234811913]","[[13.389750821249963, 52.39874234811913], [13.386053598086054, 52.40510741304924], [13.386788907906565, 52.40526160542957], [13.386654787135893, 52.406147504935305], [13.387311459045996, 52.40589808363075], [13.392694921759103, 52.41294457124707], [13.39255226148601, 52.413239978632774], [13.393042234424422, 52.413399128194435], [13.396214091070794, 52.4175563308769], [13.398354044357287, 52.41673452839683], [13.398710229548353, 52.41720166799287], [13.398442081258127, 52.41731708983686], [13.399180657877386, 52.41747309830871], [13.399064916627855, 52.417678689863905], [13.399428581662859, 52.41813227044769], [13.405969326535466, 52.406602962954075], [13.407036473746189, 52.4044822728592], [13.406477383773318, 52.404315862301786], [13.406930647417319, 52.394104133243815], [13.407123925820633, 52.393953500663116], [13.40438279164085, 52.39393040366835], [13.402503776588407, 52.39426209342067], [13.391829543978217, 52.39876087522706], [13.391912053276796, 52.39899192928511], [13.391209663542101, 52.399021090285615], [13.389750821249963, 52.39874234811913]]"
07070702,"[13.402504432368119, 13.407559391802629, 13.41058286016664, 13.414266312425125, 13.418160478745769, 13.419675606834314, 13.419582981985634, 13.418746261826618, 13.418480837970918, 13.418288644220116, 13.418417621791015, 13.423775506772905, 13.411187726334385, 13.407512995021817, 13.407123925820633, 13.406930647417319, 13.406477383773318, 13.407036473746189, 13.402504432368119]","[52.41270922639531, 52.41339995529752, 52.4133192384573, 52.412312208626844, 52.41079674154459, 52.41048933358846, 52.410182786516074, 52.409978200087, 52.40925163043224, 52.407930214431865, 52.40707671572937, 52.39513536772621, 52.394446307087684, 52.39397669147924, 52.393953500663116, 52.394104133243815, 52.404315862301786, 52.4044822728592, 52.41270922639531]","[[13.402504432368119, 52.41270922639531], [13.407559391802629, 52.41339995529752], [13.41058286016664, 52.4133192384573], [13.414266312425125, 52.412312208626844], [13.418160478745769, 52.41079674154459], [13.419675606834314, 52.41048933358846], [13.419582981985634, 52.410182786516074], [13.418746261826618, 52.409978200087], [13.418480837970918, 52.40925163043224], [13.418288644220116, 52.407930214431865], [13.418417621791015, 52.40707671572937], [13.423775506772905, 52.39513536772621], [13.411187726334385, 52.394446307087684], [13.407512995021817, 52.39397669147924], [13.407123925820633, 52.393953500663116], [13.406930647417319, 52.394104133243815], [13.406477383773318, 52.404315862301786], [13.407036473746189, 52.4044822728592], [13.402504432368119, 52.41270922639531]]"
07070703,"[13.389750821249963, 13.391209663542101, 13.391912053276796, 13.391829543978217, 13.402503776588407, 13.40438279164085, 13.407123925820633, 13.40713569183744, 13.406961801627649, 13.407047928827064, 13.407427477936249, 13.40853370153964, 13.409694361147181, 13.410188619167885, 13.400746187333745, 13.400592657685237, 13.39924469689196, 13.397909632001081, 13.397142417681486, 13.394240436300633, 13.393690725777956, 13.39161403321911, 13.391326353176643, 13.389536582716657, 13.389750821249963]","[52.39874234811913, 52.399021090285615, 52.39899192928511, 52.39876087522706, 52.39426209342067, 52.39393040366835, 52.393953500663116, 52.393632665269514, 52.39346526281057, 52.39148743186032, 52.39019670773132, 52.388653874649485, 52.38770611038064, 52.38753804943773, 52.38314287612773, 52.38329537207756, 52.38267183224067, 52.38495822200088, 52.386766660141625, 52.39147013696911, 52.3920954010504, 52.3956393254833, 52.395574941256214, 52.39869608212037, 52.39874234811913]","[[13.389750821249963, 52.39874234811913], [13.391209663542101, 52.399021090285615], [13.391912053276796, 52.39899192928511], [13.391829543978217, 52.39876087522706], [13.402503776588407, 52.39426209342067], [13.40438279164085, 52.39393040366835], [13.407123925820633, 52.393953500663116], [13.40713569183744, 52.393632665269514], [13.406961801627649, 52.39346526281057], [13.407047928827064, 52.39148743186032], [13.407427477936249, 52.39019670773132], [13.40853370153964, 52.388653874649485], [13.409694361147181, 52.38770611038064], [13.410188619167885, 52.38753804943773], [13.400746187333745, 52.38314287612773], [13.400592657685237, 52.38329537207756], [13.39924469689196, 52.38267183224067], [13.397909632001081, 52.38495822200088], [13.397142417681486, 52.386766660141625], [13.394240436300633, 52.39147013696911], [13.393690725777956, 52.3920954010504], [13.39161403321911, 52.3956393254833], [13.391326353176643, 52.395574941256214], [13.389536582716657, 52.39869608212037], [13.389750821249963, 52.39874234811913]]"
07070704,"[13.407123925820633, 13.411187726334385, 13.423775506772905, 13.426650657420186, 13.418738726709837, 13.418536257113901, 13.417905462037258, 13.410188619167885, 13.409694361147181, 13.40853370153964, 13.407427477936249, 13.407047928827064, 13.406961801627649, 13.40713569183744, 13.407123925820633]","[52.393953500663116, 52.394446307087684, 52.39513536772621, 52.38856727684465, 52.38811422274093, 52.3877588560838, 52.38790783691835, 52.38753804943773, 52.38770611038064, 52.388653874649485, 52.39019670773132, 52.39148743186032, 52.39346526281057, 52.393632665269514, 52.393953500663116]","[[13.407123925820633, 52.393953500663116], [13.411187726334385, 52.394446307087684], [13.423775506772905, 52.39513536772621], [13.426650657420186, 52.38856727684465], [13.418738726709837, 52.38811422274093], [13.418536257113901, 52.3877588560838], [13.417905462037258, 52.38790783691835], [13.410188619167885, 52.38753804943773], [13.409694361147181, 52.38770611038064], [13.40853370153964, 52.388653874649485], [13.407427477936249, 52.39019670773132], [13.407047928827064, 52.39148743186032], [13.406961801627649, 52.39346526281057], [13.40713569183744, 52.393632665269514], [13.407123925820633, 52.393953500663116]]"
07070705,"[13.38238749007825, 13.382091371236454, 13.382200280971455, 13.379817184565706, 13.379997385666469, 13.380937656696538, 13.381475492503702, 13.382065816226122, 13.383679617417705, 13.388014481405886, 13.388416475284977, 13.389147654735957, 13.389473405920281, 13.389834402909917, 13.391326353176643, 13.39161403321911, 13.393690725777956, 13.394240436300633, 13.396257804970967, 13.397142417681486, 13.397909632001081, 13.399414942737035, 13.399043879974682, 13.400305920267675, 13.400080065537425, 13.400158876267962, 13.400400822112967, 13.401973157563711, 13.397120888469333, 13.388430532893569, 13.388089150861765, 13.388238712670665, 13.388083788946213, 13.388224100055732, 13.38729924662612, 13.38238749007825]","[52.38831873249863, 52.389818062380016, 52.39003938279624, 52.39147226829134, 52.39155263410353, 52.39416351381901, 52.39388241975705, 52.39816587385574, 52.39832738317104, 52.399253752995676, 52.39852576273219, 52.398618008496335, 52.398137826233025, 52.39822662831702, 52.395574941256214, 52.3956393254833, 52.3920954010504, 52.39147013696911, 52.388260387659734, 52.386766660141625, 52.38495822200088, 52.38240163238502, 52.38231283984972, 52.38018627619128, 52.3801292214936, 52.37994791248264, 52.38000850300418, 52.37721392504151, 52.37758118371202, 52.37786049059455, 52.379358847924415, 52.38103246509611, 52.38173049059398, 52.38212883534139, 52.38857324256346, 52.38831873249863]","[[13.38238749007825, 52.38831873249863], [13.382091371236454, 52.389818062380016], [13.382200280971455, 52.39003938279624], [13.379817184565706, 52.39147226829134], [13.379997385666469, 52.39155263410353], [13.380937656696538, 52.39416351381901], [13.381475492503702, 52.39388241975705], [13.382065816226122, 52.39816587385574], [13.383679617417705, 52.39832738317104], [13.388014481405886, 52.399253752995676], [13.388416475284977, 52.39852576273219], [13.389147654735957, 52.398618008496335], [13.389473405920281, 52.398137826233025], [13.389834402909917, 52.39822662831702], [13.391326353176643, 52.395574941256214], [13.39161403321911, 52.3956393254833], [13.393690725777956, 52.3920954010504], [13.394240436300633, 52.39147013696911], [13.396257804970967, 52.388260387659734], [13.397142417681486, 52.386766660141625], [13.397909632001081, 52.38495822200088], [13.399414942737035, 52.38240163238502], [13.399043879974682, 52.38231283984972], [13.400305920267675, 52.38018627619128], [13.400080065537425, 52.3801292214936], [13.400158876267962, 52.37994791248264], [13.400400822112967, 52.38000850300418], [13.401973157563711, 52.37721392504151], [13.397120888469333, 52.37758118371202], [13.388430532893569, 52.37786049059455], [13.388089150861765, 52.379358847924415], [13.388238712670665, 52.38103246509611], [13.388083788946213, 52.38173049059398], [13.388224100055732, 52.38212883534139], [13.38729924662612, 52.38857324256346], [13.38238749007825, 52.38831873249863]]"
07070706,"[13.39924469689196, 13.400592657685237, 13.400746187333745, 13.410188619167885, 13.417151210173909, 13.417562072575324, 13.417832244638383, 13.418122034136728, 13.417829850779228, 13.418020591883803, 13.412640922235619, 13.412833915036853, 13.409886700139165, 13.401973157563711, 13.400400822112967, 13.400158876267962, 13.400080065537425, 13.400305920267675, 13.399043879974682, 13.399414942737035, 13.39924469689196]","[52.38267183224067, 52.38329537207756, 52.38314287612773, 52.38753804943773, 52.377488960342944, 52.37691897386719, 52.37692843908569, 52.376526395084404, 52.37651060030637, 52.376231422060194, 52.37640874692789, 52.376875463949126, 52.376583480666376, 52.37721392504151, 52.38000850300418, 52.37994791248264, 52.3801292214936, 52.38018627619128, 52.38231283984972, 52.38240163238502, 52.38267183224067]","[[13.39924469689196, 52.38267183224067], [13.400592657685237, 52.38329537207756], [13.400746187333745, 52.38314287612773], [13.410188619167885, 52.38753804943773], [13.417151210173909, 52.377488960342944], [13.417562072575324, 52.37691897386719], [13.417832244638383, 52.37692843908569], [13.418122034136728, 52.376526395084404], [13.417829850779228, 52.37651060030637], [13.418020591883803, 52.376231422060194], [13.412640922235619, 52.37640874692789], [13.412833915036853, 52.376875463949126], [13.409886700139165, 52.376583480666376], [13.401973157563711, 52.37721392504151], [13.400400822112967, 52.38000850300418], [13.400158876267962, 52.37994791248264], [13.400080065537425, 52.3801292214936], [13.400305920267675, 52.38018627619128], [13.399043879974682, 52.38231283984972], [13.399414942737035, 52.38240163238502], [13.39924469689196, 52.38267183224067]]"
07070707,"[13.410188619167885, 13.417905462037258, 13.418536257113901, 13.418738726709837, 13.426650657420186, 13.42741670920203, 13.427454896155329, 13.420810957673298, 13.418020591883803, 13.417829850779228, 13.418122034136728, 13.417832244638383, 13.417562072575324, 13.417151210173909, 13.410188619167885]","[52.38753804943773, 52.38790783691835, 52.3877588560838, 52.38811422274093, 52.38856727684465, 52.38643329535992, 52.3857800506105, 52.37613834910066, 52.376231422060194, 52.37651060030637, 52.376526395084404, 52.37692843908569, 52.37691897386719, 52.377488960342944, 52.38753804943773]","[[13.410188619167885, 52.38753804943773], [13.417905462037258, 52.38790783691835], [13.418536257113901, 52.3877588560838], [13.418738726709837, 52.38811422274093], [13.426650657420186, 52.38856727684465], [13.42741670920203, 52.38643329535992], [13.427454896155329, 52.3857800506105], [13.420810957673298, 52.37613834910066], [13.418020591883803, 52.376231422060194], [13.417829850779228, 52.37651060030637], [13.418122034136728, 52.376526395084404], [13.417832244638383, 52.37692843908569], [13.417562072575324, 52.37691897386719], [13.417151210173909, 52.377488960342944], [13.410188619167885, 52.38753804943773]]"
08010115,"[13.406393830910412, 13.406864633394639, 13.408527221721934, 13.407719811024453, 13.407885623249609, 13.421081475137404, 13.420991421712383, 13.420776003241762, 13.420865131674732, 13.420388281505671, 13.420329613402837, 13.420409439536355, 13.420706515066556, 13.420893387781728, 13.420931195364611, 13.4192002576579, 13.41803262672714, 13.417967780486135, 13.418168067386768, 13.417841339347023, 13.418246525325321, 13.418559640687933, 13.419766590157842, 13.420272492171742, 13.420532048906532, 13.420121478621867, 13.421265951791291, 13.416878733980514, 13.41577976455532, 13.413487711507708, 13.410938047474513, 13.410884415584063, 13.406622602886276, 13.40680193166009, 13.406239092513246, 13.406062805221731, 13.406393830910412]","[52.48276977015188, 52.48548008305198, 52.48714385436316, 52.48875102042053, 52.4888600747811, 52.48710800246671, 52.485900926156006, 52.485359509143166, 52.483300826618695, 52.483290110171474, 52.482932308599224, 52.48221803774354, 52.481959717467774, 52.48197981490502, 52.480484553364434, 52.48019573111352, 52.48027007124894, 52.479991346747546, 52.47932851774908, 52.47838794669345, 52.476750342826115, 52.47650922196242, 52.47209077987833, 52.471858888840906, 52.471094600309264, 52.47077303277463, 52.46581171043193, 52.46539598247446, 52.470309710746676, 52.47870813444223, 52.477901924747954, 52.47772297712313, 52.47823280425622, 52.47886126897084, 52.48015701762508, 52.480985239830375, 52.48276977015188]","[[13.406393830910412, 52.48276977015188], [13.406864633394639, 52.48548008305198], [13.408527221721934, 52.48714385436316], [13.407719811024453, 52.48875102042053], [13.407885623249609, 52.4888600747811], [13.421081475137404, 52.48710800246671], [13.420991421712383, 52.485900926156006], [13.420776003241762, 52.485359509143166], [13.420865131674732, 52.483300826618695], [13.420388281505671, 52.483290110171474], [13.420329613402837, 52.482932308599224], [13.420409439536355, 52.48221803774354], [13.420706515066556, 52.481959717467774], [13.420893387781728, 52.48197981490502], [13.420931195364611, 52.480484553364434], [13.4192002576579, 52.48019573111352], [13.41803262672714, 52.48027007124894], [13.417967780486135, 52.479991346747546], [13.418168067386768, 52.47932851774908], [13.417841339347023, 52.47838794669345], [13.418246525325321, 52.476750342826115], [13.418559640687933, 52.47650922196242], [13.419766590157842, 52.47209077987833], [13.420272492171742, 52.471858888840906], [13.420532048906532, 52.471094600309264], [13.420121478621867, 52.47077303277463], [13.421265951791291, 52.46581171043193], [13.416878733980514, 52.46539598247446], [13.41577976455532, 52.470309710746676], [13.413487711507708, 52.47870813444223], [13.410938047474513, 52.477901924747954], [13.410884415584063, 52.47772297712313], [13.406622602886276, 52.47823280425622], [13.40680193166009, 52.47886126897084], [13.406239092513246, 52.48015701762508], [13.406062805221731, 52.480985239830375], [13.406393830910412, 52.48276977015188]]"
08010116,"[13.420812255525275, 13.420931195364611, 13.420893387781728, 13.420706515066556, 13.420409439536355, 13.420329613402837, 13.420388281505671, 13.420865131674732, 13.420776003241762, 13.420991421712383, 13.421081475137404, 13.423935255387146, 13.42388677888515, 13.424569372015357, 13.424625136093143, 13.424825595168915, 13.420812255525275]","[52.48042502951512, 52.480484553364434, 52.48197981490502, 52.481959717467774, 52.48221803774354, 52.482932308599224, 52.483290110171474, 52.483300826618695, 52.485359509143166, 52.485900926156006, 52.48710800246671, 52.48628338762058, 52.48560304716201, 52.483776354160135, 52.481885586282495, 52.48087313587643, 52.48042502951512]","[[13.420812255525275, 52.48042502951512], [13.420931195364611, 52.480484553364434], [13.420893387781728, 52.48197981490502], [13.420706515066556, 52.481959717467774], [13.420409439536355, 52.48221803774354], [13.420329613402837, 52.482932308599224], [13.420388281505671, 52.483290110171474], [13.420865131674732, 52.483300826618695], [13.420776003241762, 52.485359509143166], [13.420991421712383, 52.485900926156006], [13.421081475137404, 52.48710800246671], [13.423935255387146, 52.48628338762058], [13.42388677888515, 52.48560304716201], [13.424569372015357, 52.483776354160135], [13.424625136093143, 52.481885586282495], [13.424825595168915, 52.48087313587643], [13.420812255525275, 52.48042502951512]]"
08010117,"[13.420812255525275, 13.424825595168915, 13.42512255524806, 13.42553306006134, 13.4260855321526, 13.427275675366587, 13.428524282518596, 13.419766590157842, 13.418559640687933, 13.418246525325321, 13.417870580670797, 13.418168067386768, 13.417967780486135, 13.41803262672714, 13.4192002576579, 13.420812255525275]","[52.48042502951512, 52.48087313587643, 52.47996779970628, 52.48001073907069, 52.478279979904116, 52.475464702371674, 52.4730304868612, 52.47209077987833, 52.47650922196242, 52.476750342826115, 52.47813455285363, 52.47932851774908, 52.479991346747546, 52.48027007124894, 52.48019573111352, 52.48042502951512]","[[13.420812255525275, 52.48042502951512], [13.424825595168915, 52.48087313587643], [13.42512255524806, 52.47996779970628], [13.42553306006134, 52.48001073907069], [13.4260855321526, 52.478279979904116], [13.427275675366587, 52.475464702371674], [13.428524282518596, 52.4730304868612], [13.419766590157842, 52.47209077987833], [13.418559640687933, 52.47650922196242], [13.418246525325321, 52.476750342826115], [13.417870580670797, 52.47813455285363], [13.418168067386768, 52.47932851774908], [13.417967780486135, 52.479991346747546], [13.41803262672714, 52.48027007124894], [13.4192002576579, 52.48019573111352], [13.420812255525275, 52.48042502951512]]"
08010118,"[13.419885847137484, 13.428524282518596, 13.433084944124548, 13.434540434113943, 13.43174140618347, 13.426355140042027, 13.423008202326399, 13.42197156324265, 13.422139030142946, 13.421709232335722, 13.42154095705513, 13.421265951791291, 13.420121478621867, 13.420532048906532, 13.420272492171742, 13.419885847137484]","[52.472077507202094, 52.4730304868612, 52.46462201834478, 52.46285763852237, 52.46233358555847, 52.46166949345425, 52.461317762471616, 52.46151549487962, 52.46251060547305, 52.46349659378234, 52.465838251132645, 52.46581171043193, 52.47077303277463, 52.471094600309264, 52.471858888840906, 52.472077507202094]","[[13.419885847137484, 52.472077507202094], [13.428524282518596, 52.4730304868612], [13.433084944124548, 52.46462201834478], [13.434540434113943, 52.46285763852237], [13.43174140618347, 52.46233358555847], [13.426355140042027, 52.46166949345425], [13.423008202326399, 52.461317762471616], [13.42197156324265, 52.46151549487962], [13.422139030142946, 52.46251060547305], [13.421709232335722, 52.46349659378234], [13.42154095705513, 52.465838251132645], [13.421265951791291, 52.46581171043193], [13.420121478621867, 52.47077303277463], [13.420532048906532, 52.471094600309264], [13.420272492171742, 52.471858888840906], [13.419885847137484, 52.472077507202094]]"
08010211,"[13.423935255387146, 13.433255579496489, 13.436958517077674, 13.437294481290074, 13.429016791811758, 13.428753791538256, 13.4260855321526, 13.42553306006134, 13.42512255524806, 13.424691127258752, 13.424569372015357, 13.42388677888515, 13.423935255387146]","[52.48628338762058, 52.48210312284969, 52.47947157887359, 52.479035328263095, 52.478059328052666, 52.478613412602314, 52.478279979904116, 52.48001073907069, 52.47996779970628, 52.48128722657584, 52.483776354160135, 52.48560304716201, 52.48628338762058]","[[13.423935255387146, 52.48628338762058], [13.433255579496489, 52.48210312284969], [13.436958517077674, 52.47947157887359], [13.437294481290074, 52.479035328263095], [13.429016791811758, 52.478059328052666], [13.428753791538256, 52.478613412602314], [13.4260855321526, 52.478279979904116], [13.42553306006134, 52.48001073907069], [13.42512255524806, 52.47996779970628], [13.424691127258752, 52.48128722657584], [13.424569372015357, 52.483776354160135], [13.42388677888515, 52.48560304716201], [13.423935255387146, 52.48628338762058]]"
08010212,"[13.4260855321526, 13.428753791538256, 13.429016791811758, 13.437959391665116, 13.438185287408254, 13.437804610443504, 13.439360584552247, 13.440127874170875, 13.440704246328854, 13.440090811390505, 13.437852583334305, 13.43638166322368, 13.434877346066395, 13.431291778012492, 13.42766458659084, 13.4260855321526]","[52.478279979904116, 52.478613412602314, 52.478059328052666, 52.479118176036145, 52.478954066222954, 52.478833926528864, 52.47668498995597, 52.474825085492775, 52.473896782353755, 52.47382930969832, 52.474487234182014, 52.47430962299018, 52.474389878628116, 52.47517391783984, 52.474714906648, 52.478279979904116]","[[13.4260855321526, 52.478279979904116], [13.428753791538256, 52.478613412602314], [13.429016791811758, 52.478059328052666], [13.437959391665116, 52.479118176036145], [13.438185287408254, 52.478954066222954], [13.437804610443504, 52.478833926528864], [13.439360584552247, 52.47668498995597], [13.440127874170875, 52.474825085492775], [13.440704246328854, 52.473896782353755], [13.440090811390505, 52.47382930969832], [13.437852583334305, 52.474487234182014], [13.43638166322368, 52.47430962299018], [13.434877346066395, 52.474389878628116], [13.431291778012492, 52.47517391783984], [13.42766458659084, 52.474714906648], [13.4260855321526, 52.478279979904116]]"
08010213,"[13.42766458659084, 13.431291778012492, 13.434877346066395, 13.43638166322368, 13.437852583334305, 13.440090811390505, 13.440704246328854, 13.441318878318413, 13.441909518481548, 13.431372972306205, 13.42766458659084]","[52.474714906648, 52.47517391783984, 52.474389878628116, 52.47430962299018, 52.474487234182014, 52.47382930969832, 52.473896782353755, 52.472609937672466, 52.46933251480628, 52.46779599652413, 52.474714906648]","[[13.42766458659084, 52.474714906648], [13.431291778012492, 52.47517391783984], [13.434877346066395, 52.474389878628116], [13.43638166322368, 52.47430962299018], [13.437852583334305, 52.474487234182014], [13.440090811390505, 52.47382930969832], [13.440704246328854, 52.473896782353755], [13.441318878318413, 52.472609937672466], [13.441909518481548, 52.46933251480628], [13.431372972306205, 52.46779599652413], [13.42766458659084, 52.474714906648]]"
08010214,"[13.431372972306205, 13.441909518481548, 13.441983349450064, 13.448119421357532, 13.447903287935876, 13.448169163551178, 13.4446303580496, 13.447887278172313, 13.448215819914072, 13.44452123674617, 13.444177690217563, 13.441157571842103, 13.434540434113943, 13.433084944124548, 13.431372972306205]","[52.46779599652413, 52.46933251480628, 52.46891750032685, 52.46965570998009, 52.46925822883066, 52.46827989829306, 52.46790880790782, 52.464849326080646, 52.464363601351145, 52.463675015387, 52.46384794370086, 52.46339297590088, 52.46285763852237, 52.46462201834478, 52.46779599652413]","[[13.431372972306205, 52.46779599652413], [13.441909518481548, 52.46933251480628], [13.441983349450064, 52.46891750032685], [13.448119421357532, 52.46965570998009], [13.447903287935876, 52.46925822883066], [13.448169163551178, 52.46827989829306], [13.4446303580496, 52.46790880790782], [13.447887278172313, 52.464849326080646], [13.448215819914072, 52.464363601351145], [13.44452123674617, 52.463675015387], [13.444177690217563, 52.46384794370086], [13.441157571842103, 52.46339297590088], [13.434540434113943, 52.46285763852237], [13.433084944124548, 52.46462201834478], [13.431372972306205, 52.46779599652413]]"
08010301,"[13.420400172106289, 13.422835015932762, 13.438270434070567, 13.439262976037512, 13.439627900973752, 13.440302715661597, 13.440968714598574, 13.444676096904745, 13.440101120498404, 13.433449884624517, 13.424938233416439, 13.425410895033181, 13.42079061293736, 13.420400172106289]","[52.49586333693803, 52.495339186326305, 52.490375318188654, 52.489609459473186, 52.48965856878559, 52.48778054612527, 52.486944955069106, 52.48498894231321, 52.481499463930525, 52.48478061202725, 52.48778411219819, 52.48808509652049, 52.495474053501844, 52.49586333693803]","[[13.420400172106289, 52.49586333693803], [13.422835015932762, 52.495339186326305], [13.438270434070567, 52.490375318188654], [13.439262976037512, 52.489609459473186], [13.439627900973752, 52.48965856878559], [13.440302715661597, 52.48778054612527], [13.440968714598574, 52.486944955069106], [13.444676096904745, 52.48498894231321], [13.440101120498404, 52.481499463930525], [13.433449884624517, 52.48478061202725], [13.424938233416439, 52.48778411219819], [13.425410895033181, 52.48808509652049], [13.42079061293736, 52.495474053501844], [13.420400172106289, 52.49586333693803]]"
08010302,"[13.439627900973752, 13.439657805818491, 13.444443714387992, 13.446763561333064, 13.448843234053935, 13.444676096904745, 13.440968714598574, 13.440302715661597, 13.439627900973752]","[52.48965856878559, 52.48990846594478, 52.48745715695818, 52.48895522236701, 52.48795815697542, 52.48498894231321, 52.486944955069106, 52.48778054612527, 52.48965856878559]","[[13.439627900973752, 52.48965856878559], [13.439657805818491, 52.48990846594478], [13.444443714387992, 52.48745715695818], [13.446763561333064, 52.48895522236701], [13.448843234053935, 52.48795815697542], [13.444676096904745, 52.48498894231321], [13.440968714598574, 52.486944955069106], [13.440302715661597, 52.48778054612527], [13.439627900973752, 52.48965856878559]]"
08010303,"[13.423680177951399, 13.424938233416439, 13.425335954572768, 13.433449884624517, 13.440101120498404, 13.435143954346348, 13.433255579496489, 13.423680177951399]","[52.486357545889334, 52.48778411219819, 52.48771738392686, 52.48478061202725, 52.481499463930525, 52.48075826101892, 52.48210312284969, 52.486357545889334]","[[13.423680177951399, 52.486357545889334], [13.424938233416439, 52.48778411219819], [13.425335954572768, 52.48771738392686], [13.433449884624517, 52.48478061202725], [13.440101120498404, 52.481499463930525], [13.435143954346348, 52.48075826101892], [13.433255579496489, 52.48210312284969], [13.423680177951399, 52.486357545889334]]"
08010404,"[13.435143954346348, 13.440101120498404, 13.440381231324956, 13.456062182480053, 13.45656053883828, 13.456501440965717, 13.456331973778882, 13.45574707491011, 13.454347201793277, 13.454569226628683, 13.453270013293118, 13.453255983448694, 13.452640362888035, 13.449169984510887, 13.448119421357532, 13.441983349450064, 13.441268095922318, 13.440127874170875, 13.439360584552247, 13.437804610443504, 13.438185287408254, 13.437959391665116, 13.437294481290074, 13.436958517077674, 13.435143954346348]","[52.48075826101892, 52.481499463930525, 52.481751552944935, 52.47398912516442, 52.473718422285934, 52.47339937345824, 52.47346653535176, 52.47251392311152, 52.47145416194298, 52.471136419826095, 52.47107340853237, 52.47090622171203, 52.470659960956255, 52.47005813021736, 52.46965570998009, 52.46891750032685, 52.472794100475376, 52.474825085492775, 52.47668498995597, 52.478833926528864, 52.478954066222954, 52.479118176036145, 52.479035328263095, 52.47947157887359, 52.48075826101892]","[[13.435143954346348, 52.48075826101892], [13.440101120498404, 52.481499463930525], [13.440381231324956, 52.481751552944935], [13.456062182480053, 52.47398912516442], [13.45656053883828, 52.473718422285934], [13.456501440965717, 52.47339937345824], [13.456331973778882, 52.47346653535176], [13.45574707491011, 52.47251392311152], [13.454347201793277, 52.47145416194298], [13.454569226628683, 52.471136419826095], [13.453270013293118, 52.47107340853237], [13.453255983448694, 52.47090622171203], [13.452640362888035, 52.470659960956255], [13.449169984510887, 52.47005813021736], [13.448119421357532, 52.46965570998009], [13.441983349450064, 52.46891750032685], [13.441268095922318, 52.472794100475376], [13.440127874170875, 52.474825085492775], [13.439360584552247, 52.47668498995597], [13.437804610443504, 52.478833926528864], [13.438185287408254, 52.478954066222954], [13.437959391665116, 52.479118176036145], [13.437294481290074, 52.479035328263095], [13.436958517077674, 52.47947157887359], [13.435143954346348, 52.48075826101892]]"
08010405,"[13.440381231324956, 13.444676096904745, 13.45226658268901, 13.449682412970134, 13.455116543389915, 13.454860457534929, 13.440381231324956]","[52.481751552944935, 52.48498894231321, 52.48109111600812, 52.47914348017082, 52.47646990548547, 52.47458585928984, 52.481751552944935]","[[13.440381231324956, 52.481751552944935], [13.444676096904745, 52.48498894231321], [13.45226658268901, 52.48109111600812], [13.449682412970134, 52.47914348017082], [13.455116543389915, 52.47646990548547], [13.454860457534929, 52.47458585928984], [13.440381231324956, 52.481751552944935]]"
08010406,"[13.444676096904745, 13.448843234053935, 13.450326264398475, 13.45044379052494, 13.456066570431364, 13.458134686556445, 13.458559827152408, 13.458424642491897, 13.457066124532288, 13.452458736426077, 13.45226658268901, 13.452021856407368, 13.444676096904745]","[52.48498894231321, 52.48795815697542, 52.4870850923642, 52.487148179292554, 52.48425366457311, 52.48581944883496, 52.48551717777994, 52.48543430149507, 52.47889365783115, 52.481252273821006, 52.48109111600812, 52.481207591522, 52.48498894231321]","[[13.444676096904745, 52.48498894231321], [13.448843234053935, 52.48795815697542], [13.450326264398475, 52.4870850923642], [13.45044379052494, 52.487148179292554], [13.456066570431364, 52.48425366457311], [13.458134686556445, 52.48581944883496], [13.458559827152408, 52.48551717777994], [13.458424642491897, 52.48543430149507], [13.457066124532288, 52.47889365783115], [13.452458736426077, 52.481252273821006], [13.45226658268901, 52.48109111600812], [13.452021856407368, 52.481207591522], [13.444676096904745, 52.48498894231321]]"
